Loan_ID,Disbursement_Date,Sector,Region,Loan_Amount,Tenure_Months,Interest_Rate,Outstanding_Principal,Days_Past_Due
MSME-01179,2026-03-11,Education,North,12880000.0,36,13.57,11591176.06,0
MSME-01180,2023-12-12,Services,South,710000.0,24,12.91,0.0,0
MSME-01181,2025-09-05,Household Loan,South,14500000.0,24,14.18,8616051.96,0
MSME-01182,2024-11-26,Trading,North,18120000.0,24,16.65,3450871.2,0
MSME-01183,2021-03-04,Agriculture Tech,North,15930000.0,48,14.19,0.0,0
MSME-01184,2021-01-13,Household Loan,West,11720000.0,60,16.93,0.0,0
MSME-01185,2023-03-27,Manufacturing,North,13460000.0,60,17.92,5777823.71,0
MSME-01186,2025-02-22,Household Loan,West,19800000.0,60,11.5,15267754.38,0
MSME-01187,2025-06-30,Agriculture Tech,West,1900000.0,48,11.32,1473864.26,0
MSME-01188,2026-05-27,Manufacturing,South,13380000.0,60,12.05,13089841.45,0
MSME-01189,2025-06-05,Trading,North,5740000.0,36,13.69,3836576.01,0
MSME-01190,2021-09-15,Education,North,12840000.0,12,11.92,0.0,0
MSME-01191,2025-03-24,Manufacturing,East,12190000.0,48,17.09,8989204.52,0
MSME-01192,2021-09-01,Services,East,3150000.0,12,11.16,0.0,0
MSME-01193,2022-02-19,Trading,West,4210000.0,36,13.21,0.0,0
MSME-01194,2021-11-12,Agriculture Tech,West,12470000.0,24,12.29,0.0,0
MSME-01195,2024-09-13,Manufacturing,East,2650000.0,24,17.52,198246.18,0
MSME-01196,2025-12-16,Personal Loan,North,5380000.0,24,15.69,3945157.69,0
MSME-01197,2021-09-05,Household Loan,North,16720000.0,48,17.38,0.0,0
MSME-01198,2022-11-14,Household Loan,West,6610000.0,24,17.81,0.0,0
MSME-01199,2025-02-02,Education,North,9810000.0,48,14.48,6823080.6,0
MSME-01200,2022-05-09,Manufacturing,North,18830000.0,48,12.64,0.0,0
MSME-01201,2025-09-25,Education,East,4620000.0,12,12.36,850049.2,0
MSME-01202,2025-07-10,Manufacturing,South,7850000.0,24,12.56,4017277.52,0
MSME-01203,2022-04-19,Manufacturing,West,12170000.0,60,15.96,2300364.56,0
MSME-01204,2025-08-03,Trading,East,15130000.0,24,11.28,8198599.03,0
MSME-01205,2025-08-06,Services,North,18040000.0,24,11.36,9853750.22,75
MSME-01206,2024-11-10,Education,West,18320000.0,24,15.26,3001518.16,0
MSME-01207,2022-11-04,Agriculture Tech,South,15560000.0,60,15.49,5042527.06,0
MSME-01208,2023-03-14,Trading,South,4640000.0,60,15.66,1894199.33,0
MSME-01209,2022-05-01,Trading,South,590000.0,48,13.6,0.0,0
MSME-01210,2026-02-22,Household Loan,North,7740000.0,60,16.64,7319456.66,0
MSME-01211,2022-02-20,Trading,South,2920000.0,48,14.74,0.0,0
MSME-01212,2022-08-01,Services,North,14240000.0,12,11.74,0.0,15
MSME-01213,2026-04-25,Manufacturing,South,13260000.0,48,16.58,12696075.05,0
MSME-01214,2024-07-27,Education,South,980000.0,24,17.67,0.0,0
MSME-01215,2023-12-02,Agriculture Tech,West,16750000.0,36,11.42,2155322.56,0
MSME-01216,2026-06-25,Trading,West,5050000.0,36,13.74,4958794.07,0
MSME-01217,2023-06-30,Manufacturing,North,8700000.0,24,14.41,0.0,0
MSME-01218,2023-03-18,Agriculture Tech,South,13390000.0,48,12.03,2493341.68,0
MSME-01219,2026-01-25,Agriculture Tech,South,8650000.0,24,17.07,6809028.8,0
MSME-01220,2024-03-07,Trading,North,8880000.0,60,12.99,5324326.91,0
MSME-01221,2025-01-05,Household Loan,West,1410000.0,48,16.48,967812.37,0
MSME-01222,2025-05-31,Manufacturing,East,8090000.0,24,15.7,3748413.7,0
MSME-01223,2024-06-08,Trading,North,15320000.0,60,15.19,10132220.23,0
MSME-01224,2022-09-16,Household Loan,South,18310000.0,60,12.34,5065909.1,0
MSME-01225,2023-03-23,Trading,North,8330000.0,48,12.54,1597185.98,0
MSME-01226,2024-08-04,Agriculture Tech,East,8530000.0,12,11.33,0.0,0
MSME-01227,2025-12-11,Trading,North,14080000.0,12,12.68,5687508.87,0
MSME-01228,2025-02-09,Trading,West,18860000.0,60,13.42,14589775.08,120
MSME-01229,2023-02-04,Household Loan,West,5410000.0,12,16.83,0.0,0
MSME-01230,2023-08-24,Trading,South,8860000.0,60,13.56,4373220.55,0
MSME-01231,2022-06-27,Personal Loan,South,15940000.0,12,16.28,0.0,0
MSME-01232,2026-05-26,Trading,West,12230000.0,60,14.08,11973961.71,0
MSME-01233,2021-08-21,Trading,South,2300000.0,60,16.49,13080.18,0
MSME-01234,2023-07-09,Manufacturing,North,12590000.0,60,17.83,6197418.07,0
MSME-01235,2025-06-14,Agriculture Tech,South,3820000.0,60,12.68,3166092.27,0
MSME-01236,2022-02-17,Trading,West,10250000.0,36,17.04,0.0,0
MSME-01237,2022-04-21,Personal Loan,East,10630000.0,12,15.35,0.0,0
MSME-01238,2021-05-21,Services,East,17540000.0,60,16.72,0.0,0
MSME-01239,2024-12-13,Household Loan,West,9300000.0,24,15.56,1997888.56,0
MSME-01240,2023-01-04,Manufacturing,West,5660000.0,48,13.97,736962.41,0
MSME-01241,2026-06-06,Personal Loan,West,4700000.0,24,12.6,4451162.12,0
MSME-01242,2021-12-16,Education,North,17500000.0,24,11.49,0.0,0
MSME-01243,2024-01-28,Education,South,3500000.0,36,14.75,684017.53,45
MSME-01244,2023-03-17,Personal Loan,East,8570000.0,12,17.93,0.0,0
MSME-01245,2022-08-24,Education,West,3820000.0,36,16.17,0.0,120
MSME-01246,2026-02-01,Agriculture Tech,East,15490000.0,12,13.29,8515642.82,0
MSME-01247,2023-03-18,Manufacturing,North,9540000.0,60,16.79,3979745.61,0
MSME-01248,2026-06-14,Manufacturing,West,7090000.0,36,16.38,6910343.43,0
MSME-01249,2024-04-23,Household Loan,East,7290000.0,48,12.97,3618433.13,75
MSME-01250,2023-09-16,Agriculture Tech,North,17060000.0,12,11.1,0.0,0
MSME-01251,2022-08-24,Education,South,11120000.0,36,11.83,0.0,0
MSME-01252,2023-01-06,Services,North,14390000.0,48,17.14,1995039.72,0
MSME-01253,2025-12-23,Manufacturing,South,17950000.0,24,16.86,13366144.83,0
MSME-01254,2023-09-15,Manufacturing,North,18040000.0,60,13.07,9079462.14,0
MSME-01255,2022-06-07,Agriculture Tech,South,6640000.0,60,13.0,1411053.74,0
MSME-01256,2022-04-06,Trading,South,19050000.0,24,16.55,0.0,0
MSME-01257,2026-04-22,Trading,East,600000.0,36,17.56,561981.58,0
MSME-01258,2021-04-16,Services,East,7600000.0,24,16.45,0.0,0
MSME-01259,2021-08-06,Manufacturing,West,17930000.0,48,15.24,0.0,0
MSME-01260,2024-07-02,Services,North,5570000.0,12,12.7,0.0,0
MSME-01261,2024-01-11,Trading,North,5530000.0,36,14.68,979502.35,0
MSME-01262,2021-01-25,Education,West,6120000.0,12,12.63,0.0,0
MSME-01263,2023-10-21,Trading,North,12290000.0,24,16.66,0.0,0
MSME-01264,2023-11-07,Services,West,8820000.0,60,13.71,4739097.57,0
MSME-01265,2022-07-16,Manufacturing,West,14560000.0,12,16.84,0.0,45
MSME-01266,2023-03-20,Manufacturing,South,17910000.0,12,13.67,0.0,75
MSME-01267,2024-12-08,Trading,West,13520000.0,60,16.77,10267676.21,0
MSME-01268,2024-01-15,Services,North,4170000.0,12,13.33,0.0,0
MSME-01269,2023-04-01,Agriculture Tech,South,18660000.0,12,14.08,0.0,0
MSME-01270,2021-03-13,Trading,East,5360000.0,60,15.31,0.0,0
MSME-01271,2023-01-27,Agriculture Tech,South,3080000.0,60,11.49,1097788.87,0
MSME-01272,2024-09-21,Personal Loan,West,1890000.0,24,17.64,165831.18,0
MSME-01273,2021-04-14,Education,North,11310000.0,24,15.02,0.0,15
MSME-01274,2023-09-12,Manufacturing,South,2360000.0,12,14.55,0.0,0
MSME-01275,2023-01-09,Services,South,2860000.0,36,16.88,0.0,0
MSME-01276,2021-06-15,Manufacturing,East,6070000.0,24,17.06,0.0,0
MSME-01277,2022-12-17,Trading,South,5700000.0,24,14.66,0.0,0
MSME-01278,2022-03-24,Household Loan,South,12120000.0,36,17.49,0.0,0
MSME-01279,2023-12-05,Manufacturing,West,16350000.0,36,11.45,2156231.64,0
MSME-01280,2026-02-08,Services,North,15250000.0,60,11.79,14220387.46,0
MSME-01281,2021-08-09,Agriculture Tech,West,5320000.0,24,15.18,0.0,0
MSME-01282,2021-09-11,Education,South,4980000.0,48,13.48,0.0,0
MSME-01283,2021-02-27,Services,West,19320000.0,48,14.25,0.0,0
MSME-01284,2025-06-03,Manufacturing,East,260000.0,12,13.3,0.0,120
MSME-01285,2025-06-23,Trading,North,17610000.0,24,13.83,8649115.04,0
MSME-01286,2023-02-07,Services,South,4070000.0,48,16.76,675673.09,15
MSME-01287,2025-10-02,Manufacturing,West,18950000.0,24,15.15,11995709.19,0
MSME-01288,2024-06-07,Trading,South,6910000.0,24,17.98,0.0,0
MSME-01289,2023-05-13,Manufacturing,West,8860000.0,48,16.51,2183288.56,0
MSME-01290,2023-10-02,Manufacturing,South,14170000.0,24,12.92,0.0,0
MSME-01291,2023-09-21,Trading,North,11790000.0,36,12.85,625523.57,0
MSME-01292,2024-06-12,Manufacturing,South,6430000.0,12,13.35,0.0,0
MSME-01293,2022-07-15,Services,West,11120000.0,60,16.9,2831061.8,0
MSME-01294,2022-12-23,Agriculture Tech,South,14640000.0,48,11.19,1677920.29,0
MSME-01295,2025-06-22,Personal Loan,West,940000.0,60,12.61,782294.37,0
MSME-01296,2025-01-11,Trading,West,320000.0,12,17.33,0.0,0
MSME-01297,2022-03-19,Manufacturing,South,9220000.0,36,15.48,0.0,0
MSME-01298,2022-07-05,Manufacturing,North,2720000.0,36,12.59,0.0,15
MSME-01299,2023-04-22,Agriculture Tech,East,13320000.0,36,12.53,0.0,0
MSME-01300,2023-03-02,Education,South,4360000.0,36,17.04,0.0,0
MSME-01301,2025-12-28,Manufacturing,West,8710000.0,48,17.26,7812604.02,0
MSME-01302,2026-01-25,Household Loan,South,4030000.0,48,12.79,3642476.23,0
MSME-01303,2025-04-24,Manufacturing,South,11010000.0,24,13.94,4474196.75,0
MSME-01304,2024-11-08,Services,West,2410000.0,24,16.84,392320.49,0
MSME-01305,2023-05-17,Education,South,560000.0,12,16.4,0.0,0
MSME-01306,2021-09-03,Personal Loan,South,1120000.0,24,16.7,0.0,120
MSME-01307,2022-10-30,Education,South,19090000.0,12,14.63,0.0,0
MSME-01308,2021-09-14,Personal Loan,South,2930000.0,12,17.38,0.0,75
MSME-01309,2022-07-17,Trading,South,14200000.0,12,13.28,0.0,0
MSME-01310,2024-06-24,Personal Loan,West,1450000.0,36,12.1,492619.35,0
MSME-01311,2025-04-08,Manufacturing,South,2250000.0,60,15.96,1825185.89,0
MSME-01312,2025-04-04,Personal Loan,South,10230000.0,60,14.78,8230986.44,15
MSME-01313,2023-04-19,Services,East,9350000.0,48,16.98,2129831.79,0
MSME-01314,2025-06-19,Personal Loan,South,19040000.0,12,11.57,0.0,0
MSME-01315,2024-06-08,Services,South,18900000.0,36,16.91,6410354.87,0
MSME-01316,2026-07-17,Agriculture Tech,West,15610000.0,24,13.05,15572010.04,0
MSME-01317,2025-06-13,Services,East,12080000.0,24,15.58,5815332.02,15
MSME-01318,2026-07-15,Education,South,9150000.0,48,11.28,9129852.24,0
MSME-01319,2021-12-18,Manufacturing,East,7190000.0,48,15.27,0.0,120
MSME-01320,2023-10-30,Manufacturing,North,18950000.0,12,16.02,0.0,0
MSME-01321,2023-08-05,Trading,East,12100000.0,12,13.58,0.0,0
MSME-01322,2025-08-09,Manufacturing,South,11620000.0,24,12.51,6427914.21,0
MSME-01323,2024-11-13,Personal Loan,South,4710000.0,24,14.76,790301.28,0
MSME-01324,2022-04-08,Trading,South,1030000.0,24,16.83,0.0,75
MSME-01325,2021-08-10,Household Loan,North,18910000.0,24,13.26,0.0,0
MSME-01326,2021-05-05,Trading,North,6340000.0,60,12.77,0.0,45
MSME-01327,2021-09-12,Manufacturing,West,8910000.0,12,12.95,0.0,0
MSME-01328,2023-07-06,Education,South,2380000.0,12,17.64,0.0,0
MSME-01329,2023-09-14,Agriculture Tech,South,16750000.0,24,13.51,0.0,15
MSME-01330,2023-05-21,Services,North,650000.0,36,11.03,0.0,0
MSME-01331,2026-03-03,Services,North,16700000.0,24,16.47,13907626.07,0
MSME-01332,2021-12-25,Education,East,2890000.0,48,15.89,0.0,0
MSME-01333,2021-08-09,Trading,South,17740000.0,36,11.9,0.0,0
MSME-01334,2022-07-12,Household Loan,South,14620000.0,48,17.89,0.0,0
MSME-01335,2021-06-29,Household Loan,North,3380000.0,36,15.26,0.0,0
MSME-01336,2021-10-02,Agriculture Tech,East,11360000.0,48,14.51,0.0,0
MSME-01337,2023-01-03,Manufacturing,North,6320000.0,24,13.68,0.0,0
MSME-01338,2026-06-06,Agriculture Tech,North,3650000.0,24,17.29,3465411.65,15
MSME-01339,2022-07-02,Manufacturing,South,17200000.0,36,12.71,0.0,45
MSME-01340,2025-05-03,Manufacturing,South,8130000.0,48,13.0,6064905.81,0
MSME-01341,2021-02-04,Trading,North,8030000.0,60,11.86,0.0,0
MSME-01342,2026-06-27,Services,East,3480000.0,36,16.31,3424673.99,120
MSME-01343,2023-11-20,Personal Loan,East,7720000.0,36,15.17,938303.62,0
MSME-01344,2021-06-28,Education,West,17450000.0,12,15.26,0.0,0
MSME-01345,2023-10-30,Education,South,7330000.0,36,12.53,697187.33,0
MSME-01346,2024-10-25,Trading,North,19040000.0,60,15.56,13949442.18,0
MSME-01347,2021-11-06,Trading,South,18930000.0,24,16.36,0.0,0
MSME-01348,2024-03-13,Trading,West,2980000.0,48,13.51,1399410.6,0
MSME-01349,2021-07-01,Household Loan,South,3630000.0,12,16.61,0.0,15
MSME-01350,2024-02-15,Manufacturing,East,17270000.0,48,13.44,7765650.38,0
MSME-01351,2024-12-24,Personal Loan,North,7920000.0,24,16.31,1843872.61,0
MSME-01352,2025-10-30,Services,South,190000.0,36,11.24,149587.68,75
MSME-01353,2021-01-20,Trading,North,5550000.0,60,14.86,0.0,0
MSME-01354,2022-03-11,Education,South,11990000.0,12,17.79,0.0,0
MSME-01355,2023-12-30,Services,West,16010000.0,60,17.87,9473720.51,0
MSME-01356,2024-03-02,Personal Loan,West,2750000.0,60,12.97,1641116.04,0
MSME-01357,2024-03-02,Household Loan,South,2300000.0,60,14.09,1387910.64,0
MSME-01358,2025-06-15,Trading,South,18450000.0,60,11.44,15214670.48,0
MSME-01359,2024-10-14,Trading,West,15050000.0,24,17.11,1864334.23,0
MSME-01360,2023-03-26,Services,East,11840000.0,60,14.98,4875649.73,120
MSME-01361,2021-08-15,Household Loan,North,15410000.0,60,13.7,11802.89,0
MSME-01362,2022-09-19,Trading,South,8630000.0,24,11.79,0.0,0
MSME-01363,2023-06-30,Agriculture Tech,North,15190000.0,48,17.63,4409671.09,0
MSME-01364,2024-06-04,Agriculture Tech,South,7500000.0,24,14.71,0.0,0
MSME-01365,2025-03-22,Education,South,4960000.0,36,12.98,2972419.34,0
MSME-01366,2024-12-27,Manufacturing,South,14610000.0,24,13.45,3395962.64,0
MSME-01367,2025-05-24,Education,South,8450000.0,48,12.89,6410007.98,0
MSME-01368,2025-07-03,Household Loan,North,19630000.0,36,15.21,13694684.77,0
MSME-01369,2022-11-28,Manufacturing,South,7050000.0,36,17.51,0.0,0
MSME-01370,2021-03-25,Trading,West,18440000.0,12,17.0,0.0,0
MSME-01371,2021-06-17,Household Loan,East,18670000.0,60,14.22,0.0,0
MSME-01372,2021-07-17,Manufacturing,South,4910000.0,36,16.79,0.0,0
MSME-01373,2024-12-03,Personal Loan,West,15980000.0,36,13.96,8032157.16,75
MSME-01374,2023-01-14,Services,West,8720000.0,48,12.77,1186950.13,0
MSME-01375,2022-01-31,Trading,North,18360000.0,36,17.88,0.0,0
MSME-01376,2025-11-14,Personal Loan,North,9060000.0,48,13.13,7822026.9,0
MSME-01377,2023-07-29,Trading,East,14910000.0,60,13.27,7107897.56,0
MSME-01378,2025-01-03,Services,West,9390000.0,12,17.93,0.0,0
MSME-01379,2026-07-01,Trading,West,4630000.0,12,11.94,4411331.13,0
MSME-01380,2024-04-24,Services,West,4070000.0,60,16.32,2623171.05,0
MSME-01381,2023-02-01,Manufacturing,East,8570000.0,60,17.55,3367289.07,0
MSME-01382,2021-03-03,Trading,South,15130000.0,24,14.58,0.0,0
MSME-01383,2022-12-11,Household Loan,North,12140000.0,36,11.02,0.0,0
MSME-01384,2023-11-24,Trading,North,13800000.0,36,13.63,1705505.02,0
MSME-01385,2023-02-20,Agriculture Tech,South,5720000.0,36,11.78,0.0,15
MSME-01386,2024-11-30,Trading,East,9680000.0,48,13.91,6308862.03,0
MSME-01387,2021-09-15,Education,South,980000.0,24,16.53,0.0,15
MSME-01388,2022-05-26,Manufacturing,East,16370000.0,36,14.07,0.0,120
MSME-01389,2023-03-22,Household Loan,South,19800000.0,48,14.02,3865136.88,0
MSME-01390,2023-10-18,Services,South,8200000.0,48,14.9,3005781.44,0
MSME-01391,2022-04-09,Trading,North,320000.0,12,15.07,0.0,0
MSME-01392,2023-01-29,Manufacturing,South,3480000.0,48,16.99,552211.52,0
MSME-01393,2022-04-05,Manufacturing,West,13090000.0,60,13.16,2222916.67,0
MSME-01394,2021-09-11,Services,East,12280000.0,48,16.75,0.0,0
MSME-01395,2021-11-24,Trading,West,15780000.0,60,14.96,1241044.7,0
MSME-01396,2025-07-11,Personal Loan,South,5150000.0,60,13.1,4339461.22,0
MSME-01397,2023-06-05,Trading,South,15300000.0,12,13.07,0.0,120
MSME-01398,2026-03-03,Trading,South,13790000.0,12,13.53,8721900.09,120
MSME-01399,2025-08-10,Agriculture Tech,South,6520000.0,48,15.36,5307039.43,0
MSME-01400,2022-07-04,Education,West,10960000.0,12,12.62,0.0,0
MSME-01401,2025-06-18,Manufacturing,East,3030000.0,12,17.44,0.0,0
MSME-01402,2024-11-03,Manufacturing,West,9110000.0,36,15.02,4356426.31,0
MSME-01403,2022-01-08,Manufacturing,North,17640000.0,48,17.44,0.0,0
MSME-01404,2023-12-07,Education,West,8480000.0,48,11.32,3291737.63,0
MSME-01405,2024-08-22,Agriculture Tech,North,16810000.0,48,13.4,9794096.2,0
MSME-01406,2025-10-15,Services,West,11850000.0,12,11.16,2849986.49,120
MSME-01407,2024-01-02,Personal Loan,South,3920000.0,12,12.91,0.0,0
MSME-01408,2022-01-13,Personal Loan,South,11660000.0,60,17.03,1407987.08,0
MSME-01409,2021-09-07,Services,South,10170000.0,24,11.26,0.0,0
MSME-01410,2024-02-01,Personal Loan,West,8030000.0,24,14.05,0.0,0
MSME-01411,2021-12-27,Trading,North,2480000.0,24,11.82,0.0,0
MSME-01412,2026-04-12,Manufacturing,South,8390000.0,36,13.92,7764111.07,0
MSME-01413,2023-05-07,Trading,West,1550000.0,12,16.87,0.0,0
MSME-01414,2022-06-19,Manufacturing,South,2070000.0,60,15.36,476149.22,0
MSME-01415,2022-12-31,Services,North,8380000.0,60,16.16,3056365.04,0
MSME-01416,2025-01-29,Household Loan,South,6180000.0,24,13.44,1739711.01,0
MSME-01417,2025-05-31,Manufacturing,South,18520000.0,36,17.61,12539280.24,0
MSME-01418,2022-09-04,Manufacturing,West,7580000.0,36,15.96,0.0,0
MSME-01419,2023-05-04,Services,West,15180000.0,24,13.95,0.0,0
MSME-01420,2025-10-21,Household Loan,South,10650000.0,24,13.99,6984651.58,0
MSME-01421,2022-05-15,Trading,West,14110000.0,12,17.43,0.0,0
MSME-01422,2024-12-14,Services,South,5280000.0,36,15.03,2729104.76,0
MSME-01423,2021-06-06,Manufacturing,North,18840000.0,60,15.94,0.0,15
MSME-01424,2021-03-11,Manufacturing,South,10650000.0,24,13.92,0.0,120
MSME-01425,2022-09-12,Household Loan,South,16640000.0,12,12.57,0.0,0
MSME-01426,2022-05-22,Household Loan,North,7360000.0,60,16.06,1567873.38,0
MSME-01427,2024-06-11,Manufacturing,West,2090000.0,36,15.25,704134.77,0
MSME-01428,2023-05-26,Household Loan,West,13510000.0,24,14.51,0.0,0
MSME-01429,2026-07-18,Agriculture Tech,South,250000.0,24,15.37,249703.05,0
MSME-01430,2026-05-21,Personal Loan,South,9560000.0,12,12.46,8073273.03,0
MSME-01431,2021-10-10,Services,East,3940000.0,12,16.56,0.0,0
MSME-01432,2021-02-19,Services,West,12580000.0,36,17.64,0.0,0
MSME-01433,2022-07-05,Services,West,19590000.0,24,17.24,0.0,0
MSME-01434,2024-07-10,Agriculture Tech,South,9340000.0,12,13.25,0.0,0
MSME-01435,2024-08-26,Manufacturing,West,16370000.0,24,13.84,724343.91,0
MSME-01436,2024-03-12,Manufacturing,South,10200000.0,36,16.66,2517874.81,0
MSME-01437,2025-05-08,Trading,South,9970000.0,24,15.17,4280513.65,0
MSME-01438,2021-07-09,Education,North,18620000.0,60,14.84,0.0,0
MSME-01439,2023-05-09,Trading,North,17810000.0,24,17.49,0.0,0
MSME-01440,2024-04-12,Agriculture Tech,South,15740000.0,48,14.75,7825829.26,0
MSME-01441,2024-06-11,Household Loan,South,6000000.0,48,14.6,3233186.51,0
MSME-01442,2026-05-14,Manufacturing,North,10950000.0,36,11.29,10381465.23,0
MSME-01443,2021-07-10,Agriculture Tech,East,4560000.0,36,11.49,0.0,0
MSME-01444,2021-06-04,Trading,North,8930000.0,36,11.05,0.0,0
MSME-01445,2021-12-28,Personal Loan,South,9740000.0,60,17.39,1063631.6,0
MSME-01446,2021-04-23,Manufacturing,South,16650000.0,60,13.86,0.0,0
MSME-01447,2024-11-13,Agriculture Tech,West,17930000.0,24,14.28,2997058.59,0
MSME-01448,2025-12-19,Personal Loan,South,8350000.0,12,16.92,3603352.39,0
MSME-01449,2022-09-19,Household Loan,North,450000.0,48,15.26,16941.93,0
MSME-01450,2024-09-12,Agriculture Tech,South,17250000.0,48,15.27,10449649.25,0
MSME-01451,2022-11-05,Services,West,3570000.0,48,13.08,275428.62,15
MSME-01452,2024-10-09,Agriculture Tech,West,12480000.0,24,16.84,1444031.24,0
MSME-01453,2022-02-27,Personal Loan,South,600000.0,24,12.16,0.0,0
MSME-01454,2024-01-28,Services,South,8050000.0,36,11.37,1513408.17,0
MSME-01455,2025-04-02,Manufacturing,West,19720000.0,12,12.34,0.0,0
MSME-01456,2025-12-29,Household Loan,North,2100000.0,36,12.87,1765975.54,0
MSME-01457,2021-01-10,Agriculture Tech,East,8530000.0,24,12.98,0.0,0
MSME-01458,2026-06-13,Agriculture Tech,South,6210000.0,60,15.69,6127334.32,0
MSME-01459,2023-07-24,Trading,North,18110000.0,36,12.52,0.0,0
MSME-01460,2025-08-14,Agriculture Tech,South,17400000.0,24,15.74,9881994.86,0
MSME-01461,2024-09-03,Trading,South,4830000.0,24,11.64,268993.37,0
MSME-01462,2023-01-31,Agriculture Tech,East,1720000.0,60,12.03,622379.17,0
MSME-01463,2024-05-21,Manufacturing,West,12580000.0,60,14.56,8158046.69,0
MSME-01464,2023-04-30,Agriculture Tech,South,6790000.0,60,17.45,3039543.54,0
MSME-01465,2025-10-03,Household Loan,West,13470000.0,12,17.02,2839800.36,0
MSME-01466,2021-06-04,Manufacturing,North,740000.0,24,17.78,0.0,0
MSME-01467,2025-07-14,Household Loan,South,2750000.0,60,15.55,2343831.3,0
MSME-01468,2024-08-04,Trading,North,13760000.0,12,15.73,0.0,0
MSME-01469,2021-02-13,Personal Loan,West,4330000.0,48,15.38,0.0,75
MSME-01470,2023-12-28,Education,West,17170000.0,48,15.36,7255254.17,0
MSME-01471,2023-11-30,Services,East,1270000.0,48,12.03,490505.56,0
MSME-01472,2025-03-19,Education,West,4390000.0,24,14.81,1564312.29,15
MSME-01473,2023-03-12,Personal Loan,East,19970000.0,12,13.7,0.0,0
MSME-01474,2023-03-06,Trading,West,8720000.0,12,14.1,0.0,0
MSME-01475,2024-08-26,Trading,East,14090000.0,48,14.67,8333617.92,0
MSME-01476,2024-12-21,Agriculture Tech,West,3730000.0,36,11.9,1909256.07,0
MSME-01477,2025-09-18,Personal Loan,South,12240000.0,48,13.52,10173757.95,0
MSME-01478,2025-06-04,Education,North,14550000.0,24,11.44,6672461.15,15
MSME-01479,2023-11-14,Education,South,6360000.0,48,17.86,2547966.24,15
MSME-01480,2026-07-18,Trading,North,16600000.0,48,11.83,16590972.64,120
MSME-01481,2025-02-01,Personal Loan,South,12110000.0,12,12.81,0.0,0
MSME-01482,2026-05-29,Manufacturing,South,7840000.0,48,17.24,7644264.12,0
MSME-01483,2023-07-19,Services,East,11200000.0,60,14.38,5348432.35,0
MSME-01484,2025-09-23,Manufacturing,North,11580000.0,60,11.95,10100047.34,0
MSME-01485,2021-09-09,Trading,North,3390000.0,36,13.69,0.0,0
MSME-01486,2022-07-18,Trading,South,8110000.0,24,11.81,0.0,0
MSME-01487,2022-02-19,Trading,West,6930000.0,24,12.4,0.0,0
MSME-01488,2021-01-02,Agriculture Tech,South,8080000.0,12,11.36,0.0,0
MSME-01489,2022-11-01,Trading,South,15250000.0,24,14.07,0.0,0
MSME-01490,2026-02-26,Trading,East,9700000.0,36,16.65,8674674.94,0
MSME-01491,2023-06-05,Trading,East,18810000.0,60,15.1,8571845.89,0
MSME-01492,2022-09-19,Trading,South,5940000.0,12,15.24,0.0,0
MSME-01493,2022-09-09,Trading,South,8370000.0,60,12.4,2280011.73,0
MSME-01494,2021-06-14,Manufacturing,North,15760000.0,36,13.41,0.0,0
MSME-01495,2023-01-08,Agriculture Tech,West,10970000.0,12,16.92,0.0,0
MSME-01496,2023-11-08,Agriculture Tech,North,10990000.0,48,11.61,4043035.09,0
MSME-01497,2022-06-20,Agriculture Tech,South,1160000.0,24,17.01,0.0,0
MSME-01498,2024-01-08,Services,North,8030000.0,36,14.39,1391788.08,0
MSME-01499,2022-05-17,Trading,North,5490000.0,12,16.86,0.0,0
MSME-01500,2021-08-14,Personal Loan,West,19990000.0,60,13.23,0.0,0
MSME-01501,2022-10-07,Services,North,6240000.0,12,13.37,0.0,0
MSME-01502,2022-10-25,Services,North,17700000.0,48,16.26,1262931.49,0
MSME-01503,2023-03-18,Manufacturing,South,13560000.0,36,16.49,0.0,0
MSME-01504,2021-06-10,Trading,North,6880000.0,12,12.61,0.0,0
MSME-01505,2022-11-21,Trading,North,10920000.0,36,17.81,0.0,0
MSME-01506,2023-01-04,Trading,West,16830000.0,36,11.59,0.0,0
MSME-01507,2024-10-14,Services,West,17680000.0,60,11.48,12485450.7,0
MSME-01508,2025-11-15,Services,West,3290000.0,24,15.17,2275513.95,0
MSME-01509,2022-07-16,Agriculture Tech,West,6860000.0,48,16.06,0.0,75
MSME-01510,2026-01-14,Education,East,6770000.0,12,17.73,3420993.19,0
MSME-01511,2025-11-08,Personal Loan,North,940000.0,24,13.83,638711.64,0
MSME-01512,2022-02-20,Education,West,12000000.0,60,11.18,1604008.31,0
MSME-01513,2022-07-14,Household Loan,West,17110000.0,24,15.22,0.0,0
MSME-01514,2024-04-18,Manufacturing,West,7690000.0,36,13.03,2117403.06,0
MSME-01515,2021-09-04,Manufacturing,South,14830000.0,36,14.03,0.0,0
MSME-01516,2025-02-25,Manufacturing,North,12590000.0,48,14.42,8936609.0,0
MSME-01517,2023-10-23,Agriculture Tech,West,7580000.0,12,11.45,0.0,0
MSME-01518,2023-04-16,Personal Loan,East,2910000.0,12,14.4,0.0,0
MSME-01519,2023-10-16,Trading,West,14220000.0,60,13.98,7487131.79,15
MSME-01520,2023-03-18,Household Loan,North,17110000.0,48,15.99,3380388.41,0
MSME-01521,2022-07-20,Manufacturing,North,13750000.0,12,15.52,0.0,0
MSME-01522,2021-08-06,Household Loan,North,460000.0,36,12.3,0.0,0
